Date,Close/Last,Volume,Open,High,Low
12/31/2021,$3334.34,2386287,$3379.12,$3387,$3331.17
12/30/2021,$3372.89,1879155,$3394,$3417.76,$3370.48
12/29/2021,$3384.02,1787702,$3416.8,$3424.24,$3372.0101
12/28/2021,$3413.22,2735593,$3403.65,$3443.5176,$3382.71
12/27/2021,$3393.39,2942341,$3420.74,$3458.86,$3384.31
12/23/2021,$3421.37,1839412,$3408.56,$3439.5,$3403
12/22/2021,$3420.74,2751773,$3385.395,$3441,$3370.01
12/21/2021,$3408.34,2797791,$3357.01,$3414.3299,$3312.95
12/20/2021,$3341.58,2868633,$3337,$3357.4851,$3312
12/17/2021,$3400.35,4287758,$3354.21,$3417.97,$3312.271
12/16/2021,$3377.42,3043842,$3467.371,$3483.32,$3363.205
12/15/2021,$3466.3,3789713,$3371.96,$3472,$3303.9
12/14/2021,$3381.83,2798764,$3351,$3389.98,$3328.8
12/13/2021,$3391.35,3108450,$3440,$3442,$3382.6
12/10/2021,$3444.24,3034488,$3508.34,$3518.54,$3410
12/09/2021,$3483.42,2303091,$3515,$3539.39,$3482.79
12/08/2021,$3523.16,2262683,$3523.01,$3543.6,$3495.01
12/07/2021,$3523.29,3320536,$3492,$3549.99,$3466.69
12/06/2021,$3427.37,3443000,$3393,$3473.91,$3338.69
12/03/2021,$3389.79,4035550,$3455,$3469.865,$3338.6
12/02/2021,$3437.36,3236288,$3460,$3492.7,$3423.75
12/01/2021,$3443.72,3756995,$3545,$3559.88,$3441.6
11/30/2021,$3507.07,4001107,$3563.5,$3585.77,$3492.01
11/29/2021,$3561.57,3265557,$3547.6443,$3596,$3531.5001
11/26/2021,$3504.56,2991297,$3602.095,$3633.5,$3504.15
11/24/2021,$3580.41,2328018,$3562.67,$3613.64,$3536.85
11/23/2021,$3580.04,3692246,$3585.04,$3621.05,$3527.71
11/22/2021,$3572.57,4847850,$3676.377,$3713.455,$3567.5
11/19/2021,$3676.57,4946203,$3712.69,$3762.145,$3675.72
11/18/2021,$3696.06,5703538,$3566.35,$3704.2,$3561
11/17/2021,$3549,2560270,$3564.72,$3587.245,$3545.35
11/16/2021,$3540.7,2217071,$3539,$3576.5,$3525.1466
11/15/2021,$3545.68,2929719,$3537,$3593.88,$3525.81
11/12/2021,$3525.15,2689434,$3485,$3540.7262,$3447.05
11/11/2021,$3472.5,2264406,$3513,$3543.24,$3467.47
11/10/2021,$3482.05,4027422,$3563.87,$3605.45,$3463.09
11/09/2021,$3576.23,4294922,$3515.25,$3593.77,$3501.425
11/08/2021,$3488.98,3073992,$3523.24,$3579,$3487.86
11/05/2021,$3518.99,4996951,$3477,$3566.25,$3476.98
11/04/2021,$3477,5353020,$3370,$3498.625,$3365.0001
11/03/2021,$3384,3397189,$3309,$3394.92,$3297.52
11/02/2021,$3312.75,2627590,$3315.01,$3331.115,$3283.55
11/01/2021,$3318.11,3608879,$3361.8,$3375.86,$3292.02
10/29/2021,$3372.43,6486077,$3300.02,$3374.82,$3273.32
10/28/2021,$3446.57,5708733,$3402.095,$3479,$3386
10/27/2021,$3392.49,2702224,$3388,$3437,$3371.4534
10/26/2021,$3376.07,2698342,$3349.51,$3416.12,$3343.98
10/25/2021,$3320.37,2225956,$3335,$3347.7997,$3297.7
10/22/2021,$3335.55,3139053,$3421,$3429.84,$3331.3
10/21/2021,$3435.01,1881385,$3414.25,$3440.28,$3403
10/20/2021,$3415.06,2139777,$3452.66,$3462.86,$3400.37
10/19/2021,$3444.15,2386079,$3434.29,$3454.69,$3422
10/18/2021,$3446.74,3174115,$3388.358,$3449.17,$3385.1
10/15/2021,$3409.02,5179941,$3311.42,$3410.42,$3304
10/14/2021,$3299.86,2112020,$3302.454,$3312.6,$3290.78
10/13/2021,$3284.28,2425086,$3269.71,$3288.38,$3261.0889
10/12/2021,$3247.33,1819571,$3257,$3267.528,$3236.28
10/11/2021,$3246.3,2034203,$3275,$3292.5899,$3238.1
10/08/2021,$3288.62,1998217,$3317,$3321.43,$3288.2
10/07/2021,$3302.43,2409075,$3291.54,$3325.746,$3283.06
10/06/2021,$3262.01,2532977,$3213.53,$3264.34,$3198.62
10/05/2021,$3221,3269208,$3204.5,$3260.73,$3202.464
10/04/2021,$3189.78,4523057,$3279.39,$3279.99,$3176.25
10/01/2021,$3283.26,2835617,$3289.01,$3309.1746,$3255.94
09/30/2021,$3285.04,2847033,$3316,$3327.85,$3273.99
09/29/2021,$3301.12,2562268,$3322.11,$3351.3,$3297.87
09/28/2021,$3315.96,4430819,$3357.71,$3369.19,$3290.1001
09/27/2021,$3405.8,3634450,$3371.5,$3415.57,$3339.61
09/24/2021,$3425.52,2116241,$3402.01,$3429.26,$3393.4
09/23/2021,$3416,2379414,$3380.05,$3428.96,$3380.05
09/22/2021,$3380.05,2411403,$3351,$3389,$3341.05
09/21/2021,$3343.63,2780878,$3375,$3379.7,$3332.39
09/20/2021,$3355.73,4669130,$3396,$3419,$3305.01
09/17/2021,$3462.52,4616556,$3488.415,$3497.41,$3452.13
09/16/2021,$3488.24,2583598,$3459.96,$3492.55,$3446.1432
09/15/2021,$3475.79,2957537,$3442.52,$3485.42,$3402.01
09/14/2021,$3450,1936897,$3475.55,$3486.806,$3437.7104
09/13/2021,$3457.17,2569022,$3482.8,$3497.96,$3438.0001
09/10/2021,$3469.15,2397269,$3501.8308,$3508.45,$3462.9055
09/09/2021,$3484.16,2719241,$3526.02,$3549.99,$3480.37
09/08/2021,$3525.5,3053364,$3511.65,$3545.63,$3495.67
09/07/2021,$3509.29,2741184,$3478,$3528.09,$3476.94
09/03/2021,$3478.05,2578324,$3452,$3482.67,$3436.44
09/02/2021,$3463.12,2925594,$3494.76,$3511.9608,$3455
09/01/2021,$3479,3629911,$3496.396,$3527,$3475.24
08/31/2021,$3470.79,4356413,$3424.8,$3472.58,$3395.59
08/30/2021,$3421.57,3192244,$3357.425,$3445,$3355.22
08/27/2021,$3349.63,2402369,$3333.23,$3352.32,$3313.75
08/26/2021,$3316,2098761,$3299,$3332,$3296
08/25/2021,$3299.18,1680306,$3309.87,$3321,$3286.15
08/24/2021,$3305.78,2551841,$3280,$3315.4942,$3274.58
08/23/2021,$3265.87,3268131,$3211.9,$3280.9,$3210.005
08/20/2021,$3199.95,3358428,$3203.873,$3207.81,$3175.76
08/19/2021,$3187.75,3782862,$3194.02,$3233,$3182.4637
08/18/2021,$3201.22,2804311,$3241.99,$3254.0975,$3200
08/17/2021,$3241.96,3387922,$3277.5,$3280.49,$3225.68
08/16/2021,$3298.99,3328494,$3283,$3300,$3211.13
08/13/2021,$3293.97,2056699,$3305.67,$3306.065,$3283
08/12/2021,$3303.5,2323823,$3290,$3314.51,$3269.67
08/11/2021,$3292.11,2947249,$3331.447,$3337.7,$3277.79
08/10/2021,$3320.68,2412551,$3345.01,$3358,$3315
08/09/2021,$3341.87,2148220,$3343.61,$3354.88,$3328.52
08/06/2021,$3344.94,2637644,$3375,$3375,$3329.0373
08/05/2021,$3375.99,2433503,$3356.22,$3389,$3340.92
08/04/2021,$3354.72,2183945,$3379.35,$3388.88,$3345.56
08/03/2021,$3366.24,4157343,$3340.72,$3391,$3299.77
08/02/2021,$3331.48,3353915,$3353.1,$3358.92,$3317
07/30/2021,$3327.59,9965593,$3347.95,$3368.14,$3306.98
07/29/2021,$3599.92,5519952,$3627.75,$3637.95,$3580.01
07/28/2021,$3630.32,2999378,$3633.78,$3658.4204,$3601
07/27/2021,$3626.39,4131890,$3698.5,$3698.5,$3586.15
07/26/2021,$3699.82,2900068,$3673.17,$3712.08,$3647.25
07/23/2021,$3656.64,2436292,$3640,$3666.11,$3622.04
07/22/2021,$3638.03,3265352,$3587.23,$3640.02,$3582.27
07/21/2021,$3585.2,2318989,$3576.375,$3586.45,$3543.6415
07/20/2021,$3573.19,3255680,$3567.32,$3592,$3518
07/19/2021,$3549.59,3784595,$3532.58,$3550.21,$3499.16
07/16/2021,$3573.63,4043706,$3633.31,$3646.0599,$3570.455
07/15/2021,$3631.2,3185292,$3694.2,$3695.4,$3620.92
07/14/2021,$3681.68,3296568,$3708.85,$3717.66,$3660.8266
07/13/2021,$3677.36,3845917,$3702.1,$3773.0782,$3671.32
07/12/2021,$3718.55,2571635,$3744,$3757.2899,$3696.7929
07/09/2021,$3719.34,3748237,$3722.52,$3748,$3693.3968
07/08/2021,$3731.41,5180623,$3643.56,$3759.9855,$3621.12
07/07/2021,$3696.58,5328062,$3717.377,$3734.2,$3678.91
07/06/2021,$3675.74,6744768,$3530.11,$3685.48,$3529
07/02/2021,$3510.98,3176697,$3451.64,$3511.72,$3436.92
07/01/2021,$3432.97,2037053,$3434.61,$3457,$3409.4206
06/30/2021,$3440.16,2403992,$3441.06,$3471.6019,$3435
06/29/2021,$3448.14,2098439,$3438.82,$3456.03,$3423.03
06/28/2021,$3443.89,2242793,$3416,$3448,$3413.5098
06/25/2021,$3401.46,3940997,$3464,$3464.82,$3394.18
06/24/2021,$3449.08,3831999,$3507.64,$3524.8599,$3430.85
06/23/2021,$3503.82,2813341,$3505,$3521,$3483.2
06/22/2021,$3505.44,3345082,$3458.06,$3523.78,$3456.09
06/21/2021,$3453.96,3277130,$3476.42,$3482,$3434
06/18/2021,$3486.9,5247737,$3479.99,$3507,$3473.71
06/17/2021,$3489.24,5136531,$3403.18,$3497.2,$3401
06/16/2021,$3415.25,4202782,$3392,$3426.35,$3360.53
06/15/2021,$3383.13,2426200,$3384,$3396.9866,$3363.1101
06/14/2021,$3383.87,2569655,$3346.83,$3385,$3335.5
06/11/2021,$3346.83,2817352,$3349.65,$3366.58,$3333.45
06/10/2021,$3349.65,3476480,$3282.01,$3351,$3281.15
06/09/2021,$3281.15,2455530,$3272.87,$3297.58,$3270.7
06/08/2021,$3264.11,3416730,$3222.61,$3279.5321,$3218.01
06/07/2021,$3198.01,2215756,$3197.33,$3208,$3172.2
06/04/2021,$3206.22,2249749,$3212,$3221,$3198.81
06/03/2021,$3187.01,2398293,$3204.23,$3214.435,$3184.03
06/02/2021,$3233.99,2014524,$3223.1,$3235,$3208
06/01/2021,$3218.65,2430045,$3243.495,$3250.98,$3209.06
05/28/2021,$3223.07,2331509,$3242,$3247.99,$3219.7
05/27/2021,$3230.11,2561157,$3256,$3260.355,$3230.04
05/26/2021,$3265.16,2383986,$3274.591,$3295.73,$3258.51
05/25/2021,$3259.05,3261109,$3266.67,$3279.82,$3213.76
05/24/2021,$3244.99,2422813,$3215.5,$3257.95,$3210.4993
05/21/2021,$3203.08,4104882,$3250,$3256.6946,$3197.01
05/20/2021,$3247.68,2633192,$3244.4042,$3259.6799,$3236.18
05/19/2021,$3231.8,2679708,$3195,$3234.75,$3184
05/18/2021,$3232.28,2828391,$3292.575,$3312,$3230.37
05/17/2021,$3270.39,3685599,$3245.93,$3292.75,$3234.59
05/14/2021,$3222.9,3325022,$3185.56,$3228.86,$3183
05/13/2021,$3161.47,3356877,$3185.47,$3203.84,$3133
05/12/2021,$3151.94,4936410,$3185,$3207.94,$3133.1
05/11/2021,$3223.91,4619781,$3136.28,$3238,$3127.37
05/10/2021,$3190.49,5838603,$3282.32,$3283,$3190
05/07/2021,$3291.61,4710276,$3319.09,$3330.89,$3289.0704
05/06/2021,$3306.37,4447696,$3270,$3314.4,$3247.2
05/05/2021,$3270.54,3711308,$3338.855,$3354.695,$3264.36
05/04/2021,$3311.87,5439449,$3356.19,$3367.975,$3272.13
05/03/2021,$3386.49,5875530,$3484.73,$3486.645,$3372.7012
04/30/2021,$3467.42,7009346,$3525.12,$3554,$3462.5
04/29/2021,$3471.31,7682381,$3505.098,$3514.445,$3435
04/28/2021,$3458.5,4631884,$3434.8,$3489.88,$3425
04/27/2021,$3417.43,3827140,$3443.47,$3460,$3398.01
04/26/2021,$3409,4880708,$3348,$3428.45,$3330.94
04/23/2021,$3340.88,3196652,$3319.1,$3375,$3308.5
04/22/2021,$3309.04,2580590,$3371.68,$3372.87,$3301.45
04/21/2021,$3362.02,2211166,$3316,$3362.86,$3303.8061
04/20/2021,$3334.69,2623032,$3373.6,$3382.99,$3316
04/19/2021,$3372.01,2725405,$3390.33,$3435.9333,$3360.16
04/16/2021,$3399.44,3186049,$3380,$3406.8,$3355.59
04/15/2021,$3379.09,3233580,$3371,$3396.9999,$3352
04/14/2021,$3333,3145204,$3404.04,$3404.13,$3326
04/13/2021,$3400,3315837,$3400.845,$3432,$3395.63
04/12/2021,$3379.39,3281798,$3355.21,$3395.04,$3351.15
04/09/2021,$3372.2,4341473,$3304.7,$3372.2,$3288.9
04/08/2021,$3299.3,2812090,$3310.9,$3324.5,$3292
04/07/2021,$3279.39,3346227,$3233.8,$3303.6125,$3223.65
04/06/2021,$3223.82,2537809,$3223.75,$3247.31,$3217.04
04/05/2021,$3226.73,3334882,$3173,$3235.955,$3161.24
04/01/2021,$3161,2940318,$3117.94,$3162.44,$3115.55
03/31/2021,$3094.08,3093896,$3064.06,$3119.33,$3062.5
03/30/2021,$3055.29,2337603,$3070.01,$3073,$3034
03/29/2021,$3075.73,2745968,$3055.439,$3091.25,$3028.445
03/26/2021,$3052.03,3312924,$3044.06,$3056.66,$2996
03/25/2021,$3046.26,3563469,$3072.99,$3109.78,$3037.14
03/24/2021,$3087.07,2958981,$3151.04,$3160.31,$3085.15
03/23/2021,$3137.5,3817263,$3127,$3182,$3120.8501
03/22/2021,$3110.87,2902179,$3067.85,$3126.58,$3060.05
03/19/2021,$3074.96,4625354,$3029.23,$3077.285,$3016.63
03/18/2021,$3027.99,3657027,$3101,$3116.63,$3025
03/17/2021,$3135.73,3118584,$3073.22,$3173.05,$3070.22
03/16/2021,$3091.86,2538764,$3104.97,$3128.91,$3075.8601
03/15/2021,$3081.68,2918592,$3074.57,$3082.24,$3032.09
03/12/2021,$3089.49,2421888,$3075,$3098.98,$3045.5
03/11/2021,$3113.59,2776391,$3104.01,$3131.7843,$3082.93
03/10/2021,$3057.64,3012489,$3098.45,$3116.46,$3030.05
03/09/2021,$3062.85,4030032,$3017.99,$3090.96,$3005.1474
03/08/2021,$2951.95,4185008,$3015,$3064.59,$2951.31
03/05/2021,$3000.46,5388551,$3005,$3009,$2881.0001
03/04/2021,$2977.57,5481578,$3012,$3058.13,$2945.43
03/03/2021,$3005,3988725,$3081.18,$3107.775,$2995
03/02/2021,$3094.53,2595762,$3143.47,$3163.52,$3087.1201
03/01/2021,$3146.14,2733963,$3127.89,$3149.56,$3097.99
02/26/2021,$3092.93,4275930,$3095.2,$3122.44,$3036.7
02/25/2021,$3057.16,4533801,$3136.74,$3178.26,$3047.76
02/24/2021,$3159.53,3011275,$3166.75,$3171.23,$3125.38
02/23/2021,$3194.5,4677222,$3127.03,$3204.73,$3093.6
02/22/2021,$3180.74,3515679,$3208.13,$3232.3199,$3172.26
02/19/2021,$3249.9,4305184,$3328.23,$3333.5,$3245.75
02/18/2021,$3328.23,3033607,$3282.42,$3338,$3273.94
02/17/2021,$3308.64,3302099,$3263.6,$3320.91,$3259.4996
02/16/2021,$3268.95,2574721,$3254.05,$3308.3,$3253.591
02/12/2021,$3277.71,2335339,$3250,$3280.25,$3233.31
02/11/2021,$3262.13,2301417,$3292,$3292,$3248.06
02/10/2021,$3286.58,3151550,$3314,$3317.9548,$3254
02/09/2021,$3305,2203526,$3312.49,$3338,$3297.84
02/08/2021,$3322.94,3257391,$3358.5,$3364.9999,$3304
02/05/2021,$3352.15,3620808,$3319,$3377,$3302.71
02/04/2021,$3331,3670661,$3330,$3347,$3277.75
02/03/2021,$3312.53,7088781,$3425.01,$3434,$3308.62
02/02/2021,$3380,7098637,$3380,$3427.74,$3361.125
02/01/2021,$3342.88,4160212,$3242.36,$3350.26,$3235.025
01/29/2021,$3206.2,4293556,$3230,$3236.99,$3184.55
01/28/2021,$3237.62,3149228,$3235.04,$3301.68,$3228.69
01/27/2021,$3232.58,4660158,$3341.49,$3346.52,$3207.08
01/26/2021,$3326.13,2955235,$3296.356,$3338,$3282.87
01/25/2021,$3294,3749758,$3328.5,$3363.89,$3243.1463
01/22/2021,$3292.23,2821914,$3304.31,$3321.91,$3283.1644
01/21/2021,$3306.99,4945051,$3293,$3348.55,$3289.5675
01/20/2021,$3263.38,5309835,$3181.99,$3279.8,$3175
01/19/2021,$3120.76,3305142,$3107,$3145,$3096
01/15/2021,$3104.25,4243995,$3123.02,$3142.545,$3095.17
01/14/2021,$3127.47,3070919,$3167.52,$3177.9999,$3120.59
01/13/2021,$3165.89,3321244,$3128.44,$3189.95,$3122.08
01/12/2021,$3120.83,3514582,$3120,$3142.1418,$3086
01/11/2021,$3114.21,3669095,$3148.01,$3156.3841,$3110
01/08/2021,$3182.7,3537744,$3180,$3190.64,$3142.2
01/07/2021,$3162.16,3514545,$3157,$3208.542,$3155
01/06/2021,$3138.38,4394815,$3146.48,$3197.509,$3131.16
01/05/2021,$3218.51,2655548,$3166.01,$3223.38,$3165.06
01/04/2021,$3186.63,4411449,$3270,$3272,$3144.02
